sample	min_cov	min_prop	bin	pass	bases	mean	11+	21+	31+	41+	51+	61+	71+	81+	91+	101+	111+	121+	131+	141+	151+
PD70969a	20	80	31+	true	50337604	77.3177	97.1000	90.8600	82.1500	72.6400	63.1700	54.2600	46.0600	38.6600	32.1200	26.4700	21.6700	17.6700	14.3200	11.5800	9.3300
PD70969b	20	80	21+	true	50337604	66.4501	95.5900	87.0900	76.5000	65.7200	55.4500	46.0700	37.7500	30.5300	24.4400	19.4100	15.2900	12	9.3800	7.3000	5.6700
PD70970a	20	80	31+	true	50337604	77.1379	97.0100	90.4400	81.4600	71.8600	62.4300	53.5400	45.4100	38.1100	31.7000	26.1700	21.4800	17.5600	14.3000	11.6300	9.4500
PD70970b	20	80	61+	true	50337604	154.7216	98.9500	97.3600	94.9100	91.6100	87.6100	83.1500	78.4100	73.5600	68.7400	64.0200	59.4400	55.0100	50.7700	46.7200	42.8800
PD70971a	20	80	31+	true	50337604	95.2243	97.3200	92.1900	85.0800	77.1300	69	61.1000	53.7200	46.9400	40.8000	35.3200	30.4800	26.2700	22.6100	19.4500	16.7500
PD70971b	20	80	31+	true	50337604	73.6299	96.3500	89.6800	80.6800	70.8100	61.0600	51.9300	43.6000	36.1700	29.7000	24.1900	19.5700	15.7300	12.5700	10	7.9200
PD70971c	20	80	51+	true	50337604	137.0419	98.6500	96.0100	91.9800	87.0300	81.6300	76.0600	70.4500	64.9800	59.6300	54.5000	49.6500	45.0900	40.8700	36.9700	33.4000
PD70972a	20	80	31+	true	50337604	87.5649	97.4700	92.4500	85.1300	76.7700	68.2500	59.9400	52.0700	44.8100	38.2200	32.3500	27.2200	22.7900	19.0200	15.8400	13.1500
PD70972b	20	80	21+	true	50337604	70.0732	96.2500	88.8700	79.3000	69.1900	59.2300	49.7700	41.1600	33.5500	27	21.5000	16.9700	13.3300	10.4200	8.1400	6.3600
PD70972c	20	80	31+	true	50337604	87.3916	97.4900	92.1800	84.4400	75.7200	66.9000	58.4500	50.5700	43.3800	36.9700	31.3400	26.4400	22.2200	18.6600	15.6500	13.1200
PD70973a	20	80	31+	true	50337604	75.3128	96.9200	90.5300	81.4700	71.5300	61.7800	52.6900	44.4000	37.0300	30.6100	25.1100	20.4600	16.5800	13.3700	10.7500	8.6300
PD70973b	20	80	31+	true	50337604	84.1516	97.3500	92.0900	84.6300	76.2300	67.6600	59.2800	51.3400	43.9600	37.2600	31.3200	26.1400	21.6600	17.8400	14.6200	11.9400
PD70974a	20	80	31+	true	50337604	86.7029	96.8000	90.6400	82.6300	73.9300	65.3300	57.1700	49.6200	42.8000	36.7600	31.4200	26.7600	22.7400	19.2900	16.3400	13.8300
PD70974b	20	80	31+	true	50337604	74.1042	97.4000	91.3600	82.2900	72.1600	62.1700	52.8000	44.2400	36.5900	29.9200	24.1900	19.3900	15.4500	12.2300	9.6200	7.5500
PD70974c	20	80	21+	true	50337604	73.3814	96.0200	87.6700	77.3400	66.7900	56.9300	48.0400	40.3100	33.6200	27.9400	23.1800	19.2000	15.8900	13.1400	10.8800	9.0200
PD70975a	20	80	31+	true	50337604	82.1478	96.5600	90.1000	81.4500	72.1200	63	54.5100	46.8000	39.9000	33.8500	28.5800	24.0700	20.2300	16.9700	14.2100	11.8900
PD70975b	20	80	21+	true	50337604	66.7730	96.5900	89.5700	78.9300	67.1800	56.1000	46.3000	37.7600	30.4700	24.3600	19.3000	15.1800	11.8300	9.1500	7.0300	5.3700
PD70975c	20	80	21+	true	50337604	72.4052	95.0300	86.1300	75.7900	65.3900	55.6100	46.8100	39.1400	32.5800	27.0400	22.4000	18.5300	15.3400	12.7100	10.5600	8.7800
PD70976a	20	80	21+	true	50337604	69.5129	96.4900	88.6800	78.4500	67.7400	57.4500	47.9300	39.4500	32.1200	25.8900	20.7400	16.5400	13.1600	10.4600	8.3100	6.6200
PD70976b	20	80	41+	true	50337604	115.4621	98.4000	95.7100	91.4600	86.0100	79.8400	73.4500	67.0900	60.9000	54.9400	49.2700	43.9400	38.9800	34.3800	30.1900	26.4100
PD70976c	20	80	21+	true	50337604	56.4275	94.6300	83.3700	69.9500	57.0100	45.4100	35.5600	27.4800	21.0800	16.0800	12.2400	9.3300	7.1300	5.4600	4.2200	3.2900
PD70978a	20	80	21+	true	50337604	74.0374	95.7700	87.3500	76.6700	65.7700	55.5600	46.3500	38.2700	31.3600	25.5800	20.8100	16.9000	13.7100	11.1500	9.1100	7.4900
PD70980a	20	80	21+	true	50337604	61.6669	94.6100	84.2300	71.8200	59.8500	49.0900	39.8000	32.0200	25.5800	20.3500	16.1000	12.7200	10.0500	7.9600	6.3200	5.0400
PD70980c	20	80	21+	true	50337604	55.9160	94.3800	82.7100	68.8500	55.7500	44.3000	34.7300	27	20.8600	16.0400	12.3400	9.5200	7.3700	5.7300	4.4800	3.5200
PD70981a	20	80	21+	true	50337604	74.8405	96.2000	88.5300	78.6800	68.3300	58.4600	49.4700	41.5100	34.6500	28.8300	23.9500	19.8400	16.4300	13.6000	11.2700	9.3500
PD70982a	20	80	31+	true	50337604	93.9185	97.7300	93.1300	86.3600	78.4800	70.3600	62.4600	54.9900	48.0700	41.7200	36.0200	30.9700	26.5100	22.6300	19.2800	16.4100
PD70982c	20	80	31+	true	50337604	81.6893	96.9500	90.5200	81.8400	72.4600	63.2900	54.7400	46.9500	39.9900	33.8500	28.5400	24	20.1200	16.8400	14.0800	11.7800
PD70983a	20	80	31+	true	50337604	90.5637	97.4000	91.6700	83.7500	75.0200	66.3300	58.0900	50.4500	43.5000	37.3400	31.8900	27.1500	23.0900	19.5800	16.6000	14.0800
PD70984a	20	80	31+	true	50337604	88.9237	97.4600	91.9200	84.1000	75.4900	66.8200	58.5300	50.8600	43.9100	37.7300	32.2800	27.5400	23.4400	19.9400	16.9500	14.4000
PD70985a	20	80	11+	false	50337604	53.9757	92.5300	78.9000	64.2600	51.1200	40.0100	31.0500	24	18.5400	14.3600	11.1600	8.7000	6.8400	5.4100	4.3100	3.4800
PD70985c	20	80	11+	false	50337604	52.6735	92.3200	78.2000	63.3000	49.9200	38.7100	29.7100	22.7000	17.3000	13.2000	10.1300	7.8400	6.1200	4.8100	3.8400	3.1100
PD70986a	20	80	11+	false	50337604	55.9043	92.3000	79.9100	66.8700	54.6600	43.9000	34.7800	27.3600	21.4100	16.7500	13.1100	10.2800	8.0900	6.3900	5.0700	4.0400
PD70986c	20	80	21+	true	50337604	58.7461	93.1600	81.2600	68.4000	56.4000	45.7800	36.6900	29.2000	23.2000	18.4300	14.6500	11.6800	9.3500	7.5200	6.0800	4.9300
PD70986d	20	80	51+	true	50337604	143.8811	98.5100	95.9300	92.0300	87.2700	82.0700	76.7100	71.3400	66.1100	61.0400	56.1900	51.5800	47.2500	43.2100	39.4800	36.0300
PD70987a	20	80	21+	true	50337604	72.0694	95.2000	86.5300	76.2400	65.8700	56.1700	47.4300	39.7700	33.1600	27.5300	22.7900	18.8100	15.5000	12.7600	10.5000	8.6500
